DATE	SMB	HML
20121012	-0,29	-0,88
20121015	-0,16	0,13
20121016	-0,23	-0,21
20121017	0,14	1,05
20121018	-0,60	0,26
20121019	-0,41	0,46
20121022	-0,06	0,18
20121023	0,99	-0,50
20121024	-0,13	0,41
20121025	0,21	0,02
20121026	-0,12	-0,45
20121031	0,48	0,36
20121101	0,16	0,14
20121102	-0,56	0,26
20121105	0,44	-0,22
20121106	-0,07	0,54
20121107	-0,02	-1,33
20121108	-0,25	0,43
20121109	0,02	-0,10
20121112	-0,16	0,01
20121113	-0,19	-0,28
20121114	-0,35	-0,18
20121115	-0,42	0,22
20121116	0,07	0,04
20121119	0,23	-0,06
20121120	-0,06	0,17
20121121	0,37	-0,15
20121123	-0,15	0,08
20121126	0,56	-0,19
20121127	0,46	-0,20
20121128	0,04	-0,30
20121129	0,69	0,02
20121130	-0,16	0,28
20121203	0,29	0,25
20121204	0,35	-0,03
20121205	-0,69	0,88
20121206	-0,16	-0,14
20121207	-0,41	0,29
20121210	0,44	-0,05
20121211	0,45	-0,07
20121212	-0,71	0,51
20121213	0,09	0,08
20121214	0,28	0,25
20121217	-0,06	0,61
20121218	0,30	0,06
20121219	0,60	0,25
20121220	-0,24	0,73
20121221	0,48	-0,28
20121224	-0,19	-0,03
20121226	-0,19	0,33
20121227	0,00	-0,13
20121228	0,48	0,02
20121231	0,38	-0,11
20130102	0,13	0,40
20130103	0,10	0,05
20130104	0,12	0,37
20130107	-0,09	-0,36
20130108	0,05	-0,01
20130109	0,28	-0,40
20130110	-0,65	0,51
20130111	0,10	-0,44
20130114	0,04	-0,07
20130115	0,25	0,01
20130116	-0,26	0,24
20130117	0,40	-0,11
20130118	0,04	-0,11
20130122	0,15	0,46
20130123	-0,32	-0,09
20130124	0,28	0,04
20130125	-0,14	-0,32
20130128	0,41	0,16
20130129	-0,44	0,32
20130130	-0,85	0,16
20130131	0,69	0,16
20130201	0,07	0,24
20130204	-0,13	-0,17
20130205	-0,08	0,15
20130206	0,30	0,14
20130207	-0,05	0,03
20130208	0,02	-0,18
20130211	-0,02	0,38
20130212	0,20	0,74
20130213	0,10	0,03
20130214	0,29	0,14
20130215	0,03	-0,07
20130219	0,24	0,16
20130220	-0,54	-0,61
20130221	-0,28	-0,03
20130222	0,22	-0,04
20130225	-0,19	-0,73
20130226	-0,17	0,05
20130227	-0,38	0,15
20130228	0,10	-0,13
20130301	0,16	-0,30
20130304	-0,32	0,10
20130305	0,18	-0,16
20130306	0,04	0,47
20130307	0,18	0,43
20130308	0,37	-0,17
20130311	-0,33	0,26
20130312	0,03	-0,17
20130313	0,18	0,10
20130314	0,36	0,41
20130315	0,02	0,40
20130318	0,15	-0,29
20130319	-0,01	0,01
20130320	0,25	-0,01
20130321	0,18	-0,27
20130322	-0,43	-0,25
20130325	0,29	0,03
20130326	-0,38	-0,22
20130327	0,14	-0,28
20130328	-0,27	-0,29
20130401	-0,91	0,01
20130402	-0,89	-0,28
20130403	-0,41	-0,12
20130404	0,19	0,26
20130405	0,05	0,33
20130408	0,14	0,26
20130409	-0,41	0,17
20130410	0,64	-0,10
20130411	-0,23	-0,17
20130412	-0,08	-0,45
20130415	-1,42	-0,29
20130416	0,17	0,09
20130417	-0,26	-0,52
20130418	0,18	-0,02
20130419	0,07	0,11
20130422	-0,16	-0,12
20130423	0,47	0,61
20130424	0,34	1,16
20130425	0,17	-0,11
20130426	-0,36	-0,23
20130429	0,09	-0,10
20130430	0,37	-0,01
20130501	-1,39	-0,18
20130502	0,61	0,10
20130503	0,62	0,19
20130506	0,23	0,84
20130507	0,11	0,15
20130508	-0,24	0,15
20130509	0,10	-0,25
20130510	0,43	-0,17
20130513	-0,20	-0,03
20130514	0,15	0,25
20130515	-0,12	0,23
20130516	0,14	-0,24
20130517	-0,01	0,33
20130520	0,36	0,47
20130521	-0,13	-0,07
20130522	-0,72	-0,14
20130523	0,47	-0,09
20130524	0,18	0,09
20130528	0,63	0,22
20130529	-0,35	0,56
20130530	0,34	0,47
20130531	0,51	-0,25
20130603	0,13	0,10
20130604	-0,31	-0,18
20130605	0,09	-0,28
20130606	0,19	0,20
20130607	-0,47	0,05
20130610	0,66	0,21
20130611	0,01	-0,58
20130612	0,01	-0,06
20130613	0,09	0,33
20130614	-0,22	-0,56
20130617	-0,08	0,12
20130618	0,38	-0,05
20130619	0,15	0,15
20130620	0,02	0,39
20130621	0,21	-0,10
20130624	0,09	-0,66
20130625	-0,02	0,83
20130626	-0,73	-0,17
20130627	0,81	0,37
20130628	0,31	-0,12
20130701	0,78	-0,13
20130702	0,01	0,07
20130703	0,19	-0,21
20130705	0,35	0,46
20130708	-0,18	0,05
20130709	0,04	0,30
20130710	0,36	-0,37
20130711	-0,09	-0,67
20130712	-0,02	0,21
20130715	0,49	0,34
20130716	0,03	0,09
20130717	-0,02	0,19
20130718	0,01	0,95
20130719	-0,13	0,27
20130722	0,09	0,33
20130723	0,10	0,31
20130724	-0,28	-0,28
20130725	0,61	-0,40
20130726	-0,62	-0,28
20130729	-0,31	-0,31
20130730	0,20	-0,50
20130731	0,13	0,15
20130801	0,06	0,08
20130802	-0,21	-0,33
20130805	0,49	-0,17
20130806	-0,33	-0,10
20130807	-0,37	-0,02
20130808	0,00	0,04
20130809	0,12	-0,19
20130812	0,59	-0,22
20130813	-0,30	-0,05
20130814	0,13	0,27
20130815	-0,37	0,28
20130816	0,05	0,13
20130819	-0,19	-0,74
20130820	0,87	0,09
20130821	-0,02	-0,43
20130822	0,51	0,07
20130823	-0,21	-0,16
20130826	0,51	-0,48
20130827	-0,72	-0,34
20130828	0,10	0,09
20130829	0,81	-0,44
20130830	-1,15	-0,19
20130903	0,04	0,15
20130904	0,01	-0,18
20130905	0,15	0,40
20130906	0,03	0,03
20130909	0,46	-0,21
20130910	0,01	0,20
20130911	-0,23	0,03
20130912	-0,22	-0,36
20130913	0,25	-0,04
20130916	-0,44	0,40
20130917	0,47	-0,12
20130918	-0,16	-0,47
20130919	0,17	-0,62
20130920	0,53	0,19
20130923	0,45	-0,41
20130924	0,53	0,02
20130925	0,03	0,58
20130926	0,20	-0,73
20130927	-0,03	-0,01
20130930	0,52	0,01
20131001	0,41	-0,10
20131002	-0,37	-0,07
20131003	-0,18	0,18
20131004	-0,01	0,10
20131007	-0,27	0,00
20131008	-0,48	0,80
20131009	-0,44	0,62
20131010	0,16	-0,04
20131011	0,79	0,00
20131014	0,21	-0,10
20131015	-0,20	0,03
20131016	-0,33	0,15
20131017	0,15	-0,06
20131018	0,29	0,12
20131021	-0,11	0,01
20131022	-0,27	0,04
20131023	0,15	-0,32
20131024	0,43	-0,30
20131025	-0,33	0,08
20131028	-0,07	0,05
20131029	-0,15	-0,06
20131030	-0,78	0,50
20131031	-0,08	-0,45
20131101	-0,67	0,22
20131104	0,77	-0,06
20131105	-0,02	-0,24
20131106	-0,83	0,33
20131107	-0,33	0,14
20131108	0,52	0,44
20131111	0,00	-0,14
20131112	0,41	-0,70
20131113	0,11	-0,11
20131114	-0,58	0,30
20131115	0,09	-0,29
20131118	-0,45	0,46
20131119	-0,29	0,25
20131120	0,28	0,02
20131121	0,78	-0,03
20131122	-0,04	0,07
20131125	0,14	0,13
20131126	0,84	-0,41
20131127	0,34	-0,04
20131129	0,29	-0,15
20131202	-0,96	0,14
20131203	-0,07	-0,09
20131204	-0,22	0,29
20131205	0,70	-0,64
20131206	-0,30	0,18
20131209	-0,42	0,02
20131210	-0,57	0,23
20131211	-0,33	0,07
20131212	0,37	0,23
20131213	0,25	0,01
20131216	0,58	-0,13
20131217	0,23	-0,08
20131218	-0,48	0,05
20131219	-0,55	0,24
20131220	1,31	-0,30
20131223	0,49	-0,01
20131224	0,10	0,09
20131226	-0,31	-0,32
20131227	-0,06	0,24
20131230	0,03	-0,30
20131231	-0,18	0,08
20140102	-0,28	0,17
20140103	0,37	0,03
20140106	-0,57	0,30
20140107	0,39	-0,38
20140108	-0,02	-0,10
20140109	0,20	-0,45
20140110	0,55	-0,81
20140113	-0,08	0,10
20140114	0,15	-0,30
20140115	0,22	0,21
20140116	0,32	-0,70
20140117	0,02	0,03
20140121	0,47	0,00
20140122	0,30	0,21
20140123	0,16	-0,52
20140124	-0,37	0,18
20140127	-0,84	0,39
20140128	0,18	0,03
20140129	-0,39	0,23
20140130	0,29	-0,38
20140131	-0,07	-0,32
20140203	-0,86	0,29
20140204	-0,02	-0,05
20140205	-0,62	0,20
20140206	-0,47	0,28
20140207	-0,17	-0,65
20140210	0,13	-0,47
20140211	-0,19	0,24
20140212	0,25	-0,05
20140213	0,71	-0,08
20140214	-0,37	0,37
20140218	0,97	-0,26
20140219	-0,28	-0,44
20140220	0,57	-0,21
20140221	0,34	-0,03
20140224	0,18	0,33
20140225	0,14	-0,60
20140226	0,68	-0,08
20140227	0,14	0,00
20140228	-0,73	0,84
20140303	0,10	0,14
20140304	1,11	-0,13
20140305	-0,26	0,28
20140306	-0,32	0,77
20140307	-0,12	0,52
20140310	-0,10	0,08
20140311	-0,53	-0,19
20140312	0,30	-0,17
20140313	-0,12	0,22
20140314	0,68	-0,10
20140317	-0,37	0,02
20140318	0,74	-0,39
20140319	-0,17	0,62
20140320	-0,48	0,99
20140321	-0,28	0,87
20140324	-0,90	0,92
20140325	-0,35	0,14
20140326	-1,17	0,26
20140327	-0,10	-0,34
20140328	-0,44	0,54
20140331	1,00	-0,18
20140401	0,74	-0,37
20140402	0,03	0,15
20140403	-0,90	0,81
20140404	-1,13	0,70
20140407	-0,29	-0,05
20140408	0,29	-0,22
20140409	0,33	-0,86
20140410	-0,71	0,79
20140411	-0,39	0,24
20140414	-0,51	0,20
20140415	-0,37	0,19
20140416	0,06	-0,37
20140417	0,35	0,23
20140421	0,20	-0,43
20140422	0,73	-0,35
20140423	-0,64	0,91
20140424	-0,40	-0,16
20140425	-0,97	0,55
20140428	-0,64	-0,58
20140429	-0,21	-0,13
20140430	0,23	-0,05
20140501	-0,15	-0,17
20140502	0,21	0,41
20140505	-0,28	-0,55
20140506	-0,56	0,14
20140507	-0,82	1,11
20140508	-1,01	0,38
20140509	0,70	-0,36
20140512	1,41	-0,27
20140513	-1,07	0,22
20140514	-1,10	-0,46
20140515	0,34	-0,28
20140516	0,27	-0,43
20140519	0,61	0,06
20140520	-0,83	0,23
20140521	-0,28	0,10
20140522	0,64	-0,27
20140523	0,62	-0,22
20140527	0,69	-0,14
20140528	-0,29	0,22
20140529	-0,19	-0,11
20140530	-0,66	0,26
20140602	-0,69	0,37
20140603	-0,27	0,20
20140604	0,22	-0,07
20140605	1,30	-0,17
20140606	0,48	-0,02
20140609	1,04	-0,31
20140610	-0,18	-0,03
20140611	-0,13	-0,25
20140612	0,11	0,16
20140613	-0,05	-0,18
20140616	0,47	-0,69
20140617	0,53	0,45
20140618	-0,28	-0,10
20140619	-0,15	-0,03
20140620	0,17	0,04
20140623	-0,26	0,09
20140624	-0,35	-0,25
20140625	0,35	0,15
20140626	-0,09	0,00
20140627	0,49	-0,22
20140630	0,27	0,17
20140701	0,49	-0,38
20140702	-0,45	-0,20
20140703	0,21	0,12
20140707	-1,27	0,33
20140708	-0,68	0,73
20140709	-0,38	-0,12
20140710	-0,60	-0,02
20140711	-0,22	-0,36
20140714	0,01	-0,15
20140715	-0,95	1,00
20140716	-0,61	0,35
20140717	-0,39	0,18
20140718	0,51	-0,45
20140721	-0,24	0,04
20140722	0,28	-0,33
20140723	0,16	-0,78
20140724	-0,31	0,03
20140725	-0,39	0,16
20140728	-0,47	0,27
20140729	0,71	-0,66
20140730	0,46	-0,36
20140731	-0,20	0,48
20140801	-0,19	-0,03
20140804	0,01	-0,22
20140805	0,79	-0,18
20140806	0,41	0,11
20140807	-0,03	-0,15
20140808	-0,21	-0,17
20140811	0,59	-0,26
20140812	-0,60	0,26
20140813	-0,09	-0,24
20140814	-0,23	0,01
20140815	-0,14	-0,14
20140818	0,60	-0,18
20140819	-0,12	-0,09
20140820	-0,66	0,29
20140821	-0,15	0,81
20140822	0,32	-0,38
20140825	-0,23	0,01
20140826	0,72	-0,32
20140827	-0,22	0,15
20140828	-0,43	0,08
20140829	0,27	0,09
20140902	0,47	-0,09
20140903	-0,56	0,24
20140904	-0,13	-0,17
20140905	-0,27	-0,02
20140908	0,54	-0,46
20140909	-0,43	0,02
20140910	0,23	-0,40
20140911	0,49	0,22
20140912	-0,22	0,13
20140915	-1,06	0,63
20140916	-0,40	-0,10
20140917	0,09	-0,24
20140918	0,03	0,01
20140919	-0,97	0,03
20140922	-0,56	0,10
20140923	-0,29	-0,06
20140924	0,11	-0,93
20140925	0,08	0,12
20140926	-0,02	-0,25
20140929	0,18	-0,44
20140930	-0,99	0,11
20141001	-0,17	0,30
20141002	1,03	-0,39
20141003	-0,38	-0,45
20141006	-0,78	0,36
20141007	-0,14	0,15
20141008	0,03	-0,06
20141009	-0,42	-0,40
20141010	-0,17	0,51
20141013	1,34	0,49
20141014	0,87	-0,12
20141015	1,85	-1,33
20141016	1,05	0,24
20141017	-1,57	-0,10
20141020	0,20	-0,31
20141021	-0,43	0,07
20141022	-0,57	0,17
20141023	0,52	-0,44
20141024	-0,47	-0,13
20141027	0,12	-0,30
20141028	1,58	0,05
20141029	-0,06	0,44
20141030	0,27	-0,52
20141031	0,28	0,20
20141103	-0,27	-0,05
20141104	0,00	-0,25
20141105	-0,57	0,85
20141106	0,11	-0,49
20141107	0,01	0,48
20141110	0,20	-0,50
20141111	0,03	-0,27
20141112	0,76	-0,27
20141113	-0,90	-0,36
20141114	-0,16	0,18
20141117	-0,98	0,23
20141118	0,03	-0,34
20141119	-0,94	-0,04
20141120	0,89	0,00
20141121	-0,40	-0,05
20141124	0,96	-0,53
20141125	0,04	-0,02
20141126	0,09	-0,49
20141128	-0,89	-1,16
20141201	-0,99	0,61
20141202	0,41	0,08
20141203	0,43	0,30
20141204	-0,31	0,07
20141205	0,58	0,23
20141208	-0,55	0,18
20141209	1,73	-0,12
20141210	-0,63	-0,13
20141211	-0,09	-0,17
20141212	0,51	-0,59
20141215	-0,27	0,07
20141216	0,61	0,60
20141217	0,86	-0,08
20141218	-0,86	-0,19
20141219	-0,24	0,24
20141222	0,20	-0,10
20141223	-0,30	1,10
20141224	0,36	-0,18
20141226	0,37	-0,30
20141229	0,16	0,57
20141230	0,06	0,32
20141231	0,50	-0,45
20150102	-0,59	0,12
20150105	0,33	-0,67
20150106	-0,79	-0,29
20150107	0,20	-0,67
20150108	-0,11	-0,29
20150109	0,00	-0,47
20150112	0,40	-0,44
20150113	0,27	0,01
20150114	0,29	-0,50
20150115	-1,00	0,61
20150116	0,47	-0,13
20150120	-0,66	-0,54
20150121	-0,97	0,59
20150122	0,45	0,42
20150123	0,50	-0,76
20150126	0,59	-0,05
20150127	0,65	0,20
20150128	-0,06	-0,81
20150129	0,26	0,04
20150130	-0,79	0,05
20150202	-0,46	1,00
20150203	0,15	0,50
20150204	-0,08	-0,21
20150205	0,46	-0,07
20150206	0,09	0,34
20150209	-0,36	0,11
20150210	-0,30	-0,73
20150211	-0,08	-0,34
20150212	0,16	-0,05
20150213	0,17	-0,30
20150217	-0,04	-0,03
20150218	0,32	-0,83
20150219	0,28	-0,38
20150220	-0,40	-0,27
20150223	0,04	-0,37
20150224	-0,04	0,71
20150225	0,23	-0,48
20150226	0,66	-0,50
20150227	-0,22	0,22
20150302	0,23	-0,46
20150303	-0,31	0,32
20150304	0,12	-0,37
20150305	0,27	-0,43
20150306	0,29	0,41
20150309	0,09	0,00
20150310	0,44	-0,53
20150311	0,54	0,51
20150312	0,40	0,45
20150313	0,21	-0,02
20150316	-0,77	-0,38
20150317	0,53	-0,01
20150318	-0,53	0,02
20150319	0,89	-1,11
20150320	-0,16	0,56
20150323	0,20	0,24
20150324	0,61	-0,26
20150325	-1,01	1,03
20150326	0,12	-0,04
20150327	0,51	-0,72
20150330	0,01	0,01
20150331	0,40	0,39
20150401	0,35	0,42
20150402	-0,09	0,28
20150406	-0,29	-0,08
20150407	-0,19	-0,19
20150408	0,56	-0,74
20150409	-0,70	-0,08
20150410	-0,08	-0,27
20150413	0,51	0,24
20150414	-0,21	0,22
20150415	0,25	0,36
20150416	-0,09	-0,20
20150417	-0,47	0,17
20150420	0,17	-0,28
20150421	0,18	-0,73
20150422	-0,37	0,18
20150423	0,27	-0,25
20150424	-0,49	-0,30
20150427	-0,70	0,56
20150428	0,18	1,06
20150429	-0,74	0,72
20150430	-1,06	0,71
20150501	-0,30	-0,61
20150504	0,04	0,22
20150505	-0,16	0,52
20150506	0,64	-0,12
20150507	0,08	-0,37
20150508	-0,56	-0,11
20150511	0,69	-0,05
20150512	-0,01	0,14
20150513	-0,02	0,04
20150514	-0,09	-0,34
20150515	-0,25	-0,20
20150518	0,75	-0,11
20150519	-0,12	0,23
20150520	0,21	-0,10
20150521	-0,28	0,02
20150522	-0,10	-0,13
20150526	-0,02	-0,02
20150527	0,35	-0,32
20150528	0,09	0,15
20150529	0,01	0,05
20150601	-0,03	-0,23
20150602	0,32	0,35
20150603	0,89	-0,26
20150604	-0,10	0,00
20150605	0,82	0,09
20150608	0,03	0,01
20150609	-0,31	0,37
20150610	0,15	0,21
20150611	-0,10	-0,10
20150612	0,33	0,12
20150615	0,12	-0,14
20150616	0,11	-0,01
20150617	-0,28	-0,66
20150618	0,22	-0,44
20150619	0,56	-0,21
20150622	0,09	-0,06
20150623	0,25	0,29
20150624	-0,12	0,13
20150625	0,36	-0,21
20150626	-0,22	0,41
20150629	-0,44	0,17
20150630	0,32	-0,66
20150701	-0,76	-0,04
20150702	-0,57	-0,10
20150706	0,19	-0,56
20150707	-0,46	-0,28
20150708	0,00	0,09
20150709	0,14	0,02
20150710	0,23	-0,52
20150713	-0,08	-0,43
20150714	0,17	0,10
20150715	-0,79	-0,06
20150716	-0,16	-0,64
20150717	-0,59	-0,65
20150720	-0,71	-0,61
20150721	0,01	0,30
20150722	0,19	0,23
20150723	-0,39	-0,31
20150724	-0,62	0,04
20150727	-0,25	0,05
20150728	-0,37	-0,14
20150729	-0,39	0,53
20150730	0,15	-0,27
20150731	0,85	-1,01
20150803	-0,33	-0,20
20150804	0,03	-0,13
20150805	-0,02	-0,40
20150806	-0,53	1,93
20150807	-0,48	-0,30
20150810	0,14	0,70
20150811	-0,09	0,42
20150812	-0,10	-0,32
20150813	-0,47	0,08
20150814	0,15	0,44
20150817	0,44	-0,86
20150818	-0,63	0,37
20150819	-0,12	-0,22
20150820	-0,27	0,55
20150821	1,86	0,14
20150824	0,34	-0,43
20150825	0,71	-0,60
20150826	-1,36	-0,33
20150827	-0,72	0,61
20150828	0,99	0,08
20150831	0,77	1,42
20150901	0,31	-0,50
20150902	-0,14	-0,92
20150903	-0,34	0,74
20150904	0,91	-0,57
20150908	-0,34	-0,58
20150909	0,15	0,15
20150910	-0,11	-0,36
20150911	-0,19	-0,69
20150914	0,02	0,04
20150915	-0,20	0,27
20150916	0,01	0,43
20150917	0,92	-1,49
20150918	0,50	-0,96
20150921	-0,96	1,24
20150922	-0,28	0,13
20150923	-0,16	-0,15
20150924	0,27	0,52
20150925	-1,68	1,87
20150928	-0,31	1,16
20150929	-0,74	0,70
20150930	-0,43	-0,44
20151001	-0,45	-0,06
20151002	0,32	-0,84
20151005	0,62	0,77
20151006	-0,24	1,64
20151007	0,77	-0,24
20151008	0,23	0,74
20151009	0,22	-1,08
20151012	-0,38	-0,08
20151013	-0,74	0,66
20151014	-0,29	-0,07
20151015	0,67	-0,09
20151016	-0,46	-0,32
20151019	0,16	-0,68
20151020	0,01	1,22
20151021	-0,88	-0,20
20151022	-0,79	0,32
20151023	-0,01	-0,56
20151026	-0,34	-0,72
20151027	-0,87	-0,93
20151028	1,42	0,68
20151029	-0,81	-0,06
20151030	0,20	-0,57
20151102	0,85	-0,02
20151103	0,40	0,24
20151104	0,33	-0,32
20151105	0,02	0,49
20151106	0,87	0,33
20151109	-0,24	-0,04
20151110	0,00	0,22
20151111	-0,50	-0,18
20151112	-0,52	-0,41
20151113	0,32	0,36
20151116	-0,60	0,48
20151117	-0,12	-0,64
20151118	-0,02	-0,08
20151119	-0,25	-0,17
20151120	0,43	-0,39
20151123	0,65	-0,35
20151124	0,69	0,25
20151125	0,88	-0,54
20151127	0,24	-0,29
20151130	0,12	0,67
20151201	-0,66	0,25
20151202	0,25	-0,70
20151203	-0,20	0,40
20151204	-1,02	-0,48
20151207	-0,88	-0,68
20151208	0,47	-1,19
20151209	-0,35	0,39
20151210	0,11	-0,23
20151211	-0,23	-0,06
20151214	-1,03	-0,17
20151215	0,05	0,79
20151216	0,02	-0,68
20151217	0,40	-0,36
20151218	0,75	-0,37
20151221	-0,18	-0,07
20151222	-0,07	0,51
20151223	0,12	0,57
20151224	0,29	-0,02
20151228	-0,47	-0,36
20151229	0,09	-0,27
20151230	-0,17	-0,15
20151231	-0,24	0,23
20160104	-0,87	0,52
20160105	-0,18	0,00
20160106	-0,13	0,01
20160107	-0,29	0,08
20160108	-0,49	-0,03
20160111	-0,64	0,40
20160112	-0,42	-0,78
20160113	-0,73	0,80
20160114	0,02	-0,41
20160115	0,40	-0,22
20160119	-1,33	-0,07
20160120	1,87	-1,26
20160121	-0,52	-0,01
20160122	0,21	-0,19
20160125	-0,39	-0,98
20160126	0,41	1,18
20160127	-0,56	1,70
20160128	-0,46	1,26
20160129	0,48	0,42
20160201	-0,19	-1,00
20160202	-0,03	-0,36
20160203	-0,33	0,45
20160204	0,11	0,35
20160205	-1,06	1,63
20160208	-0,01	0,82
20160209	-0,47	-0,29
20160210	-0,05	-0,55
20160211	0,51	-1,47
20160212	-0,52	1,08
20160216	0,52	-0,52
20160217	-0,06	-0,65
20160218	0,00	0,22
20160219	0,42	-0,58
20160222	-0,27	0,26
20160223	0,47	-0,50
20160224	0,70	-0,29
20160225	-0,43	0,22
20160226	0,80	0,29
20160229	0,65	0,25
20160301	-0,66	0,39
20160302	0,52	0,68
20160303	0,46	0,65
20160304	0,29	0,28
20160307	1,20	0,55
20160308	-1,17	-0,47
20160309	0,01	0,40
20160310	-0,86	0,62
20160311	0,28	0,23
20160314	-0,08	-0,90
20160315	-1,49	0,69
20160316	0,10	-0,09
20160317	0,83	0,59
20160318	0,37	-0,14
20160321	-0,22	-0,32
20160322	-0,01	-0,45
20160323	-1,17	-0,16
20160324	0,48	-0,06
20160328	-0,03	0,16
20160329	1,80	-1,19
20160330	-0,30	0,16
20160331	0,45	-0,49
20160401	-0,25	-0,63
20160404	-0,20	-0,78
20160405	-0,08	-0,38
20160406	0,22	-0,76
20160407	-0,05	-0,38
20160408	0,02	0,68
20160411	-0,13	0,95
20160412	-0,07	0,87
20160413	0,86	0,38
20160414	-0,26	0,14
20160415	0,34	-0,34
20160418	0,11	-0,19
20160419	-0,37	1,48
20160420	-0,11	0,58
20160421	0,10	-0,60
20160422	0,82	0,51
20160425	-0,58	-0,18
20160426	0,66	0,81
20160427	0,05	0,70
20160428	-0,13	-0,02
20160429	-0,15	0,36
20160502	0,03	-0,38
20160503	-0,66	-0,45
20160504	-0,14	0,05
20160505	-0,50	0,06
20160506	0,03	0,24
20160509	0,39	-1,46
20160510	-0,40	0,50
20160511	-0,35	0,79
20160512	-0,62	0,14
20160513	0,39	-0,67
20160516	0,28	-0,23
20160517	-0,80	0,61
20160518	0,13	0,89
20160519	-0,35	-0,26
20160520	0,90	-0,26
20160523	0,25	-0,32
20160524	0,71	-0,35
20160525	-0,21	0,56
20160526	-0,08	-0,53
20160527	0,35	-0,17
20160531	0,52	-0,37
20160601	0,65	-0,21
20160602	0,33	-0,58
20160603	-0,16	-0,07
20160606	0,67	0,31
20160607	0,16	0,10
20160608	0,45	-0,09
20160609	-0,40	-0,24
20160610	-0,35	-0,18
20160613	-0,35	0,12
20160614	0,26	-0,72
20160615	0,23	-0,03
20160616	-0,35	-0,44
20160617	-0,11	0,95
20160620	0,62	0,01
20160621	-0,64	0,51
20160622	-0,32	0,07
20160623	0,51	0,47
20160624	0,17	-1,21
20160627	-0,95	-0,72
20160628	-0,38	0,16
20160629	0,28	-0,04
20160630	0,35	0,42
20160701	0,52	-0,43
20160705	-0,63	-1,38
20160706	0,17	-0,12
20160707	0,33	-0,18
20160708	0,91	0,33
20160711	0,60	0,28
20160712	0,62	0,98
20160713	-0,51	0,48
20160714	-0,46	0,46
20160715	0,31	0,01
20160718	-0,02	-0,14
20160719	-0,64	0,04
20160720	0,44	-0,89
20160721	-0,05	-0,03
20160722	0,26	-0,13
20160725	-0,05	-0,23
20160726	0,58	0,54
20160727	0,55	-0,43
20160728	-0,48	-0,33
20160729	-0,05	0,03
20160801	0,20	-0,90
20160802	-0,57	0,17
20160803	0,49	0,80
20160804	0,09	-0,38
20160805	0,39	1,00
20160808	0,02	0,50
20160809	-0,03	-0,28
20160810	-0,44	-0,18
20160811	0,14	0,03
20160812	0,09	-0,17
20160815	0,75	0,39
20160816	-0,27	0,58
20160817	-0,55	0,24
20160818	0,46	0,34
20160819	0,10	-0,13
20160822	0,25	-0,40
20160823	0,57	-0,01
20160824	-0,48	0,37
20160825	0,19	0,48
20160826	0,14	-0,08
20160829	-0,08	0,34
20160830	0,12	0,28
20160831	-0,39	0,15
20160901	0,12	-0,51
20160902	0,40	0,36
20160906	0,09	-0,55
20160907	0,63	0,02
20160908	-0,01	0,59
20160909	-0,57	0,43
20160912	0,01	-0,44
20160913	-0,24	-0,43
20160914	0,12	-0,81
20160915	0,30	-0,32
20160916	0,32	-0,44
20160919	0,43	0,15
20160920	-0,24	-0,40
20160921	0,15	0,33
20160922	0,86	-0,06
20160923	-0,10	-0,20
20160926	-0,22	-0,36
20160927	-0,07	-0,49
20160928	0,20	1,10
20160929	-0,40	0,50
20160930	0,38	0,34
20161003	-0,02	-0,14
20161004	0,03	0,14
20161005	0,29	0,80
20161006	-0,25	0,28
20161007	-0,51	0,20
20161010	0,56	0,05
20161011	-0,59	0,43
20161012	-0,24	0,34
20161013	-0,69	-0,62
20161014	-0,39	0,58
20161017	-0,04	0,15
20161018	-0,18	0,05
20161019	0,05	0,93
20161020	-0,03	-0,11
20161021	-0,14	-0,33
20161024	0,06	-0,19
20161025	-0,59	0,24
20161026	-0,84	0,71
20161027	-0,96	0,56
20161028	-0,10	0,09
20161031	0,07	0,09
20161101	-0,39	0,23
20161102	-0,64	0,26
20161103	-0,45	1,05
20161104	0,86	-0,42
20161107	0,18	-0,11
20161108	-0,08	-0,23
20161109	1,88	1,07
20161110	1,14	1,85
20161111	2,52	-0,02
20161114	0,64	1,41
20161115	-0,54	0,15
20161116	0,30	-0,54
20161117	0,13	-0,15
20161118	0,56	0,38
20161121	-0,26	0,05
20161122	0,56	0,53
20161123	0,50	0,19
20161125	-0,06	-0,29
20161128	-0,76	0,08
20161129	-0,36	-0,05
20161130	-0,38	2,20
20161201	-0,64	2,03
20161202	0,04	-0,32
20161205	1,09	0,27
20161206	0,62	0,21
20161207	-0,60	0,48
20161208	1,16	0,60
20161209	-0,28	0,20
20161212	-0,95	-0,14
20161213	-0,53	-0,25
20161214	-0,38	-0,28
20161215	0,38	0,29
20161216	0,07	-0,41
20161219	0,33	0,06
20161220	0,43	0,64
20161221	-0,36	0,20
20161222	-0,75	0,25
20161223	0,57	-0,50
20161227	0,22	0,13
20161228	-0,27	0,08
20161229	0,15	-0,33
20161230	-0,11	0,21
20170103	-0,12	0,06
20170104	0,95	-0,15
20170105	-0,88	-0,78
20170106	-0,66	-0,31
20170109	-0,30	-1,03
20170110	0,88	0,43
20170111	-0,23	0,68
20170112	-0,58	-0,86
20170113	0,61	-0,09
20170117	-0,85	-0,64
20170118	0,18	0,23
20170119	-0,50	-0,06
20170120	0,05	0,22
20170123	-0,04	-0,33
20170124	0,71	0,81
20170125	0,17	0,43
